Name,Department,Label,Title,Category
Salv Ridino,Psychological and Beahvioural Science,Professional Services Staff (PSS),,Non-Research
Sean Rooney,Psychological and Beahvioural Science,Professional Services Staff (PSS),,Non-Research
Will Stubbs,Psychological and Beahvioural Science,Professional Services Staff (PSS),,Non-Research
Dimitris Thomopoulos,Psychological and Beahvioural Science,Professional Services Staff (PSS),,Non-Research
Bankole Falade,Psychological and Beahvioural Science,Research Staff,Dr,Research
Ivan Kroupin,Psychological and Beahvioural Science,Research Staff,Dr,Research
Georgios Melios,Psychological and Beahvioural Science,Research Staff,Dr,Research
Maria Cecilia Dedios Sanguineti,Psychological and Beahvioural Science,Research Staff,Dr,Research
Rachel Spicer,Psychological and Beahvioural Science,Research Staff,Dr,Research
George Gaskell,Psychological and Beahvioural Science,Emeritus Professors and Honorary Fellows,Professor,Research
Patrick Humphreys,Psychological and Beahvioural Science,Emeritus Professors and Honorary Fellows,Professor,Research
Janet Stockdale,Psychological and Beahvioural Science,Emeritus Professors and Honorary Fellows,Dr,Research
Kavita Abraham-Dowsing,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Paul Adams,Psychological and Beahvioural Science,Visiting Fellows,,Research
Nihan Albayrak-Aydemir,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Sanchayan Banerjee,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Denise Baron,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Natalia Concha,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Elisabeth Costa,Psychological and Beahvioural Science,Visiting Fellows,,Research
Fangming Cui,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Marta Entradas,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Natalie Gold,Psychological and Beahvioural Science,Visiting Fellows,Professor,Research
Caroline Howarth,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Edward Hughes,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Anni Kajanus,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Meena Kotecha,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Ploutarchos Kourtidis,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
George Loewenstein,Psychological and Beahvioural Science,Visiting Fellows,Professor,Research
Lucia Macchia,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Ivana Markova,Psychological and Beahvioural Science,Visiting Fellows,Professor,Research
Mary McLennan,Psychological and Beahvioural Science,Visiting Fellows,,Research
Liora Moskovitz,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Jeroen Nieboer,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Cathy Nicholson,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Celestin Okoroji,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Marcelo Ramella,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Jessica Rea,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Barry Rogers,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Gordon Sammut,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Lucia Sell-Trujillo,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Ben Shenoy,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Ahmet Suerdem,Psychological and Beahvioural Science,Visiting Fellows,Professor,Research
Umar Taj,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Chris Tennant,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Alessia Tosi,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Ben Voyer,Psychological and Beahvioural Science,Visiting Fellows,Professor,Research
Paulius Yamin-Slotkus,Psychological and Beahvioural Science,Visiting Fellows,Dr,Research
Scott Young,Psychological and Beahvioural Science,Visiting Fellows,,Research
Aishwarya Bellam,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Lazaros - Antonios Chatzilazarou,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Adam Davidson,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Wangjingyi Liao,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Nils Mallock,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Atrina Oraee,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Sharon Raj,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Email:,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Haoran Shi,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Da’Quallon Smith,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Chen-Ta Sung,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Wendy Wang,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Sayeh Yousefi,Psychological and Beahvioural Science,Graduate Teaching Assistants (GTAs),,Non-Research
Bradley Franks (Chair),Psychological and Beahvioural Science,Department committees,Professor,Research
Dimitris Thomopoulos (Secretary),Psychological and Beahvioural Science,Department committees,,Research
BSc Development Committee,Psychological and Beahvioural Science,Department committees,,Research
Salv Ridino (Secretary),Psychological and Beahvioural Science,Department committees,,Research
Research Committee,Psychological and Beahvioural Science,Department committees,,Research
Martin Bauer,Psychological and Beahvioural Science,Department committees,Professor,Research
Matteo M Galizzi,Psychological and Beahvioural Science,Department committees,Dr,Research
Karine Gay (Secretary),Psychological and Beahvioural Science,Department committees,,Research
Jens Madsen (Co-chair),Psychological and Beahvioural Science,Department committees,Dr,Research
Dimitris Thomopoulos (Co-chair),Psychological and Beahvioural Science,Department committees,,Research
PhD Committee,Psychological and Beahvioural Science,Department committees,,Research
Liam Delaney (Chair),Psychological and Beahvioural Science,Department committees,Professor,Research
J. Chris Alden,International Relations,Academic staff,Professor,Research
Martin Bayly,International Relations,Academic staff,Dr,Research
Federica Bicchi,International Relations,Academic staff,Dr,Research
Tarsis Brito,International Relations,Academic staff,Dr,Research
Lucinda Cadzow,International Relations,Academic staff,Dr,Research
William Callahan,International Relations,Academic staff,Professor,Research
Jeffrey Chwieroth,International Relations,Academic staff,Professor,Research
Thomas Da Costa Vieira,International Relations,Academic staff,Dr,Research
Katerina Dalacoura,International Relations,Academic staff,Dr,Research
Shikha Dilawri,International Relations,Academic staff,Dr,Research
Toby Dodge,International Relations,Academic staff,Professor,Research
Spyros Economides,International Relations,Academic staff,Dr,Research
Alice Engelhard,International Relations,Academic staff,,Research
Robert Falkner,International Relations,Academic staff,Professor,Research
Fawaz A. Gerges,International Relations,Academic staff,Professor,Research
Anna Getmansky,International Relations,Academic staff,Dr,Research
Patrick Gill-Tiney,International Relations,Academic staff,Dr,Research
Sinja Graf,International Relations,Academic staff,Dr,Research
Jürgen Haacke,International Relations,Academic staff,Dr,Research
Jonny Hall,International Relations,Academic staff,Dr,Research
Mirko Heinzel,International Relations,Academic staff,Dr,Research
Joe Dacre Higton,International Relations,Academic staff,,Research
Mark Hoffman,International Relations,Academic staff,,Research
Kira Huju,International Relations,Academic staff,Dr,Research
Jennifer Jackson-Preece,International Relations,Academic staff,Dr,Research
Nikhil Kalyanpur,International Relations,Academic staff,Dr,Research
Mathias Koenig-Archibugi,International Relations,Academic staff,Dr,Research
Milli Lake,International Relations,Academic staff,Dr,Research
Tomila Lankina,International Relations,Academic staff,Professor,Research
Boram Lee,International Relations,Academic staff,Dr,Research
Jens Meierhenrich,International Relations,Academic staff,Professor,Research
Katharine Millar,International Relations,Academic staff,Dr,Research
Irene Morlino,International Relations,Academic staff,Dr,Research
James Morrison,International Relations,Academic staff,Dr,Research
Rohan Mukherjee,International Relations,Academic staff,Dr,Research
Natalya Naqvi,International Relations,Academic staff,Dr,Research
Victoria Paniagua,International Relations,Academic staff,Dr,Research
Fabian Pape,International Relations,Academic staff,,Research
McKenzie Ratner,International Relations,Academic staff,Dr,Research
Howie Rechavia-Taylor,International Relations,Academic staff,Dr,Research
Stephanie Schwartz,International Relations,Academic staff,Dr,Research
Giulia Sciorati,International Relations,Academic staff,Dr,Research
Ulrich Sedelmeier,International Relations,Academic staff,Dr,Research
John Sidel,International Relations,Academic staff,Professor,Research
Karen E. Smith,International Relations,Academic staff,Professor,Research
Marta Soprana,International Relations,Academic staff,Dr,Research
Dimitrios Stroikos,International Relations,Academic staff,Dr,Research
Lauren Sukin,International Relations,Academic staff,Dr,Research
Luca Tardelli,International Relations,Academic staff,Dr,Research
Peter Trubowitz,International Relations,Academic staff,Professor,Research
James Walters,International Relations,Academic staff,Professor,Research
Peter Wilson,International Relations,Academic staff,Dr,Research
Mariia Zolkina,International Relations,Academic staff,,Research
Noah Zucker,International Relations,Academic staff,Dr,Research
Amy Brook,International Relations,Professional services staff,,Non-Research
Hermione Burnett,International Relations,Professional services staff,,Non-Research
Alison Carter,International Relations,Professional services staff,,Non-Research
Sarah Hélias,International Relations,Professional services staff,,Non-Research
Katy HillEvents Co-ordinator,International Relations,Professional services staff,,Non-Research
Romy Mokogwu,International Relations,Professional services staff,,Non-Research
Nick Ortiz,International Relations,Professional services staff,,Non-Research
Claire Ridge,International Relations,Professional services staff,,Non-Research
Rosie Springett,International Relations,Professional services staff,,Non-Research
Giovanni Angioni,International Relations,Academic Visitors,Dr,Research
Mia Certo,International Relations,Academic Visitors,Dr,Research
Eyüp Ersoy,International Relations,Academic Visitors,Dr,Research
Gubad Ibadoghlu,International Relations,Academic Visitors,Dr,Research
Paul Kirby,International Relations,Academic Visitors,Dr,Research
Anahita Motazed Rad,International Relations,Academic Visitors,Dr,Research
Michael Reynolds,International Relations,Academic Visitors,Dr,Research
Geoffrey Swenson,International Relations,Academic Visitors,Dr,Research
Jianyong Yue,International Relations,Academic Visitors,Dr,Research
Chris Brown,International Relations,Emeritus and retired staff,Professor,Research
Barry Buzan,International Relations,Emeritus and retired staff,Professor,Research
Michael Cox,International Relations,Emeritus and retired staff,Professor,Research
Chris Hughes,International Relations,Emeritus and retired staff,Professor,Research
John Kent,International Relations,Emeritus and retired staff,Dr,Research
Margot Light,International Relations,Emeritus and retired staff,Professor,Research
James Mayall,International Relations,Emeritus and retired staff,Professor,Research
Nicholas Sims,International Relations,Emeritus and retired staff,,Research
Paul Taylor,International Relations,Emeritus and retired staff,Professor,Research
William Wallace,International Relations,Emeritus and retired staff,Professor,Research
Stephen Woolcock,International Relations,Emeritus and retired staff,Dr,Research
Michael Yahuda,International Relations,Emeritus and retired staff,Professor,Research
Albert Cullell Cano,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Caroline Elak,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Emanuele Errichiello,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Elizabeth Humphrey,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Shireen Manocha,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Chloe Raid,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Hadrien Saperstein,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Woohyeok Seo,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Mehdi Shakarchi,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Mariah Thornton,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Sara Wong,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Agnes Yu,International Relations,Graduate teaching assistants (GTAs),,Non-Research
Arthur Kilgore,International Relations,Guest teachers,,Non-Research
Oksana Levkovych,International Relations,Guest teachers,,Non-Research
David Rampton,International Relations,Guest teachers,,Non-Research
James Strong,International Relations,Guest teachers,,Non-Research
Victor Agboga,Government,Academic Staff,,Research
Elise Antoine,Government,Academic Staff,Dr,Research
Paul Apostolidis,Government,Academic Staff,Professor,Research
Tom Bailey,Government,Academic Staff,,Research
Daniel Berliner,Government,Academic Staff,Dr,Research
Catherine Boone,Government,Academic Staff,Professor,Research
Sarah Brierley,Government,Academic Staff,Dr,Research
Michael Bruter,Government,Academic Staff,Professor,Research
John Chalcraft,Government,Academic Staff,Professor,Research
Nicholas Devlin,Government,Academic Staff,Dr,Research
Torun Dewan,Government,Academic Staff,Professor,Research
Carolin Dieterle,Government,Academic Staff,Dr,Research
Vesselin Dimitrov,Government,Academic Staff,Dr,Research
Katrin Flikschuh,Government,Academic Staff,Professor,Research
Florian Foos,Government,Academic Staff,Dr,Research
David Foster,Government,Academic Staff,Dr,Research
Thalia Gerzso,Government,Academic Staff,Dr,Research
Steffen Hertog,Government,Academic Staff,Dr,Research
Sara Hobolt,Government,Academic Staff,Professor,Research
Jonathan Hopkin,Government,Academic Staff,Professor,Research
Rafael Hortala-Vallve,Government,Academic Staff,Professor,Research
James Hughes,Government,Academic Staff,Professor,Research
Ryan Jablonski,Government,Academic Staff,Dr,Research
Rehan Rafay Jamil,Government,Academic Staff,Dr,Research
Nirvikar Jassal,Government,Academic Staff,Dr,Research
Leigh Jenco,Government,Academic Staff,Professor,Research
Paul Kelly,Government,Academic Staff,Professor,Research
Bill Kissane,Government,Academic Staff,Dr,Research
Valentino Larcinese,Government,Academic Staff,Professor,Research
Michael Lerner,Government,Academic Staff,Dr,Research
Martin Lodge,Government,Academic Staff,Professor,Research
Jacklyn Majnemer,Government,Academic Staff,Dr,Research
Omar McDoom,Government,Academic Staff,Dr,Research
Paul Mitchell,Government,Academic Staff,Dr,Research
Carl Müller-Crepon,Government,Academic Staff,Dr,Research
George Ofosu,Government,Academic Staff,Dr,Research
Ed Page,Government,Academic Staff,Professor,Research
Francisco Panizza,Government,Academic Staff,Professor,Research
Mathias Poertner,Government,Academic Staff,Dr,Research
Stephanie Rickard,Government,Academic Staff,Professor,Research
Melissa Sands,Government,Academic Staff,Dr,Research
Cheryl Schonhardt-Bailey,Government,Academic Staff,Professor,Research
Kai Spiekermann,Government,Academic Staff,Professor,Research
Pavithra Suryanarayan,Government,Academic Staff,Dr,Research
Felipe Torres Raposo,Government,Academic Staff,Dr,Research
Aliz Tóth,Government,Academic Staff,Dr,Research
Tony Travers,Government,Academic Staff,Professor,Research
Deirdre Troy,Government,Academic Staff,Dr,Research
Tamara Tubakovic,Government,Academic Staff,Dr,Research
Joachim Wehner,Government,Academic Staff,Dr,Research
Stephane Wolton,Government,Academic Staff,Professor,Research
David Woodruff,Government,Academic Staff,Dr,Research
Lea Ypi,Government,Academic Staff,Professor,Research
Imran Iqbal,Government,Professional Services Staff,,Non-Research
Natalie Paris (Ms),Government,Professional Services Staff,,Non-Research
Charlie Tickle,Government,Professional Services Staff,,Non-Research
Katerina Collins (Ms),Government,Professional Services Staff,,Non-Research
BellaRose Lennon (Ms),Government,Professional Services Staff,,Non-Research
Laure Van Rensburg (Ms),Government,Professional Services Staff,,Non-Research
Emily Crook (Mrs),Government,Professional Services Staff,,Non-Research
Serena James (Ms),Government,Professional Services Staff,,Non-Research
Karen Dickenson (Ms),Government,Professional Services Staff,,Non-Research
Kay O'Neill,Government,Professional Services Staff,,Non-Research
Clair Harrison (Ms),Government,Professional Services Staff,,Non-Research
James Robins,Government,Professional Services Staff,,Non-Research
Kevin Shields,Government,Professional Services Staff,,Non-Research
Shelly Wilkley (Mrs),Government,Professional Services Staff,,Non-Research
Zachary Dickson,Government,Research Staff,,Research
Sarah Harrison,Government,Research Staff,Dr,Research
Sebastian Balfour Guest Lecturer),Government,Guest Teachers and GTAs,,Non-Research
Sarah Goff and,Government,Guest Teachers and GTAs,,Non-Research
Geoffrey Myers,Government,Guest Teachers and GTAs,,Non-Research
Jill Stuart,Government,Guest Teachers and GTAs,,Non-Research
Maximillian Afnan,Government,Guest Teachers and GTAs,,Non-Research
Ville Aula and,Government,Guest Teachers and GTAs,,Non-Research
Luis Bosshart,Government,Guest Teachers and GTAs,,Non-Research
Morris Chan,Government,Guest Teachers and GTAs,,Non-Research
Cristina Conesa Pla,Government,Guest Teachers and GTAs,,Non-Research
Julia-Anne Costet,Government,Guest Teachers and GTAs,,Non-Research
Tommaso Crescioli,Government,Guest Teachers and GTAs,,Non-Research
Andrea Delestrade,Government,Guest Teachers and GTAs,,Non-Research
Tessa Devereaux-Evans,Government,Guest Teachers and GTAs,,Non-Research
Melanie Erspamer,Government,Guest Teachers and GTAs,,Non-Research
Ugo Gaudino and,Government,Guest Teachers and GTAs,Dr,Non-Research
Kristof Horvath,Government,Guest Teachers and GTAs,,Non-Research
Conor Kelly,Government,Guest Teachers and GTAs,,Non-Research
Yusuf Khan,Government,Guest Teachers and GTAs,,Non-Research
Paul Kindermann,Government,Guest Teachers and GTAs,,Non-Research
Matthias Kroenke,Government,Guest Teachers and GTAs,Dr,Non-Research
Evgeniya Kudinova,Government,Guest Teachers and GTAs,,Non-Research
Tiffany Lau,Government,Guest Teachers and GTAs,,Non-Research
Nick Lewis,Government,Guest Teachers and GTAs,,Non-Research
Xufan Ma,Government,Guest Teachers and GTAs,,Non-Research
Alexander McKenna,Government,Guest Teachers and GTAs,Dr,Non-Research
Stefano Merlo,Government,Guest Teachers and GTAs,,Non-Research
Lennard Metson Data Assistant),Government,Guest Teachers and GTAs,,Non-Research
Emma Obermair,Government,Guest Teachers and GTAs,,Non-Research
Asfa Shakeel,Government,Guest Teachers and GTAs,,Non-Research
Alexander Soldatkin,Government,Guest Teachers and GTAs,,Non-Research
Sarah Tustin,Government,Guest Teachers and GTAs,,Non-Research
Stephanie Wanga,Government,Guest Teachers and GTAs,,Non-Research
Jan Wasserziehr,Government,Guest Teachers and GTAs,,Non-Research
Felix Westeren,Government,Guest Teachers and GTAs,,Non-Research
Peter Wyckoff,Government,Guest Teachers and GTAs,,Non-Research
Alex Yeandle,Government,Guest Teachers and GTAs,,Non-Research
Antoine Zerbini,Government,Guest Teachers and GTAs,,Non-Research
Sebastian Balfour,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
John Barnes,Government,"Emeritus, Affiliated & Visiting Academic Staff",,Research
Rodney Barker,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
John Breuilly,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
John Charvet,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Janet Coleman,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Patrick Dunleavy,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
John Gray,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Chun Lin,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
John Madeley,Government,"Emeritus, Affiliated & Visiting Academic Staff",,Research
Anne Phillips,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
David Soskice,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Ernest Thorp,Government,"Emeritus, Affiliated & Visiting Academic Staff",,Research
Michael Barzelay,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Charlie Beckett,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Kenneth Benoit,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Jean-Paul Faguet,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Tasha Fairfeld,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Kevin Featherstone,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Benjamin Lauderdale,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Javier Ortega,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
James Putzel,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Ken Shadlen,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Eiko Thielemann,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Jonathan White,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
David Banisar,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Sevinc Bermek,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Carlos Bravo Laguna,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Andrea Capussela,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Francesco Colombo,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Daniel de Kadt,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Thoraya El-Rayyes,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Federico Fuchs,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Francisco Garcia-Gibson,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Efe Gurcan -,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Dominik Hangartner,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Helios Herrera,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Tuomas Kari,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Bruno Leipold,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Julia Leschke,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Lanlan Li,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Richard Mottram (Sir),Government,"Emeritus, Affiliated & Visiting Academic Staff",,Research
Alberto Parmigiani,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Elena Pupaza,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Antoni Rodon-Casarramona,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Andrew Rudalevige,Government,"Emeritus, Affiliated & Visiting Academic Staff",Professor,Research
Nelson Ruiz,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Lukas Slothuus,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Zeynep Somer Topcu,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Christine Stedtnitz,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Tinghua Yu,Government,"Emeritus, Affiliated & Visiting Academic Staff",Dr,Research
Patrick Wallis,Economic History,Senior Management Team,Professor,Non-Research
Neil Cummins,Economic History,Senior Management Team,Professor,Non-Research
Sara Horrell,Economic History,Senior Management Team,Professor,Non-Research
Jennie Stayner,Economic History,Senior Management Team,,Non-Research
Olivier Accominotti,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Dudley Baines,Economic History,"Faculty, Fellows and Teachers",,Research
Gerben Bakker,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Jordan Claridge,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Kent Deng,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Leigh Gardner,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Andres Guiot Isaac,Economic History,"Faculty, Fellows and Teachers",,Research
Jane Humphries,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Tehreem Husain,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Janet Hunter,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Alejandra Irigoin,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Mina Ishizu,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Jason Lennard,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Colin Lewis,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Chris Minns,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Safya Morshed,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Mary S Morgan,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Natacha Postel-Vinay,Economic History,"Faculty, Fellows and Teachers",Dr,Research
Albrecht Ritschl,Economic History,"Faculty, Fellows and Teachers",Professor,Research
Joan Roses,Economic History,"Faculty, Fellows and Teachers",Professor,Research
